Age,Employment_Type,Monthly_Income_INR,Monthly_Expenses_INR,Savings_INR,Current_Balance_INR,Existing_EMI_INR,Loan_Amount_INR,Credit_Utilization,Previous_Defaults,Credit_History_Years,Active_Loans,Loan_Purpose,Approved
43,Self Employed,102285,30798,915033,3396,0,3680127,0.18947393048196226,0,18,1,Home,1
57,Private,13822,7298,86213,54385,3811,88831,0.27946958709642733,0,0,0,Education,1
22,Self Employed,41366,18821,185653,12813,13557,443842,0.9821484087256825,0,2,0,Car,1
38,Private,68572,45221,420619,16647,0,513027,0.9625735571196554,0,16,1,Personal,1
31,Business,60799,19229,440998,111918,14705,843818,0.8447934320090448,0,11,0,Business,1
21,Private,23199,7360,74732,2469,2484,160449,0.06838966446753592,0,2,2,Personal,1
40,Business,17260,11294,43545,40331,0,642009,0.8318578441702372,1,4,2,Home,0
59,Self Employed,78341,27470,1027563,91209,14133,875793,0.7556364425021581,0,4,0,Business,1
37,Private,45514,13693,357728,3979,0,327778,0.9386111045175838,0,2,1,Personal,1
32,Private,25770,9575,214204,62314,0,813845,0.4668584435896169,0,11,1,Home,1
62,Private,80071,50408,198884,18148,0,2331082,0.5149057865865546,0,25,2,Home,1
46,Government,34974,21721,264607,65111,0,460311,0.5677079889935661,0,10,1,Car,1
25,Private,33043,14408,115306,13056,7706,1093429,0.545963802134387,0,2,0,Home,1
58,Private,29143,16530,311664,123646,0,193666,0.31374243070927743,0,6,1,Personal,1
65,Government,31080,15630,528709,33242,5556,239787,0.1614112566084931,0,25,1,Personal,1
36,Business,30415,20131,163950,31592,2584,143239,0.7117735877770659,2,14,0,Education,0
65,Private,59693,19255,729841,51181,3441,442637,0.9125570351159993,0,3,0,Personal,1
56,Business,124291,77715,720182,19212,6699,1416759,0.6663844602603255,0,18,1,Car,1
63,Self Employed,21204,7808,122109,10979,2169,629599,0.8291272321470088,0,1,0,Home,0
45,Private,39950,18243,180657,11152,0,1598728,0.5212784092108419,0,9,1,Home,1
63,Private,44425,16738,73659,14041,0,538762,0.5051384973034646,0,1,0,Business,1
44,Self Employed,64779,37639,250401,30819,0,1946802,0.9854726777241802,0,6,0,Home,1
21,Business,88698,50675,111579,56677,0,732717,0.9945450746897742,0,3,0,Personal,1
32,Private,44550,23128,186787,22769,0,229299,0.6087303871480062,0,2,2,Education,1
52,Business,33448,19375,229365,17497,1952,426780,0.370878277972266,0,14,1,Business,1
54,Business,69344,38543,778774,49374,19334,2464444,0.37243352346063086,2,11,0,Home,0
18,Self Employed,18323,11187,46912,12260,0,535068,0.6718669730516292,0,0,0,Home,1
20,Business,13542,5359,35869,37042,0,500000,0.2243711847530645,1,2,0,Home,0
64,Private,231937,109373,1106962,5354,0,7500000,0.9802273314589931,1,14,4,Home,0
41,Business,30190,10888,284427,5605,0,234858,0.7129919360845406,0,11,1,Personal,1
44,Self Employed,38244,18044,66328,32989,12785,237611,0.161128584508186,0,12,3,Personal,1
57,Government,67933,39447,1015443,4591,0,329294,0.3641651764067778,0,10,5,Education,1
53,Business,60366,34804,434111,7054,0,548016,0.22369426034803375,0,7,1,Car,1
51,Private,83378,48673,268588,31374,0,518867,0.08607073940305554,0,6,0,Personal,1
46,Private,86040,36438,416557,19298,0,3010928,0.6448348365601145,0,20,2,Home,1
41,Private,20630,11653,17347,26717,0,212194,0.10440823691357881,0,22,1,Business,1
41,Government,104984,46926,250931,115093,0,1123029,0.39616680598611165,0,16,0,Business,1
59,Private,66597,45139,394893,31986,20348,496131,0.6695151173164284,0,10,1,Personal,1
21,Self Employed,61501,26897,200535,28810,0,2007559,0.1612387212736185,0,3,1,Home,1
20,Government,63165,34185,61948,16347,11482,840000,0.8841477530394242,0,2,1,Business,1
51,Private,12843,7706,121604,31898,2380,73668,0.1849321069378933,0,9,1,Education,1
40,Government,43219,28635,393700,2392,0,1245942,0.6106276476109861,0,2,4,Home,1
40,Private,27448,13042,175394,26447,0,190802,0.9237895337853903,0,22,0,Personal,1
62,Self Employed,25175,11182,141868,4141,0,768888,0.09536900066626397,0,3,1,Home,0
22,Self Employed,36580,17266,37835,9460,0,1117325,0.10495643117527942,0,1,0,Home,1
48,Business,80440,34547,79347,26842,0,2454280,0.12569529359237752,0,25,1,Home,1
58,Private,58239,32705,674279,35074,5882,410626,0.3575288657617719,0,19,0,Personal,1
23,Private,63734,42898,254750,16574,0,601727,0.6715900329707519,0,2,0,Car,1
54,Business,37503,13142,274890,18289,4711,374057,0.5386292441938033,0,17,0,Car,1
27,Self Employed,61437,32215,69944,22675,9809,2244153,0.2981859236006835,0,4,2,Home,0
57,Private,43502,28670,169662,44698,6515,1663128,0.6180624402066255,1,21,1,Home,0
24,Self Employed,86636,29460,458394,2533,11322,389229,0.44649634718214615,0,4,0,Education,1
56,Business,74413,37023,569352,19775,0,452003,0.35264483353043274,0,6,0,Personal,1
55,Self Employed,53954,34859,763752,2431,10876,682126,0.3824491692527635,0,12,2,Car,1
38,Private,30309,20009,307123,13532,0,907612,0.3593475881773702,0,20,0,Home,1
37,Self Employed,57745,29204,463300,24009,16952,297876,0.5117521690452604,0,8,2,Education,1
20,Government,56696,17574,92088,4498,8075,619318,0.3802437599011653,0,2,2,Business,1
39,Private,52659,18022,152888,21920,0,439985,0.31950494494461024,0,18,0,Personal,1
64,Private,36845,19700,188823,79538,7418,1077480,0.3210241156050655,0,16,1,Home,1
21,Private,33099,11569,183058,36688,0,271407,0.21899467994408384,0,3,0,Personal,1
45,Government,59481,21399,269007,47732,0,1984687,0.20980030794386195,0,11,0,Home,1
29,Government,29301,17839,164234,28054,8524,1102667,0.2860637625372311,1,2,0,Home,0
55,Self Employed,42147,25299,594405,70004,0,330303,0.9722568767404881,0,23,5,Personal,1
53,Self Employed,69711,44413,818615,6765,4877,2575258,0.20417351375826198,0,10,1,Home,1
64,Business,63888,21868,679022,19923,0,631218,0.4445836788080121,1,25,0,Business,1
58,Private,24480,9284,83640,29267,0,126094,0.908535292814027,0,20,0,Education,1
22,Private,58636,37127,77917,64019,7261,578288,0.011503146667135034,0,4,0,Car,1
30,Business,165898,97620,695639,13045,26814,1648447,0.6048621283521688,2,0,2,Business,0
40,Private,73523,45759,748913,2033,0,859269,0.8701903694072939,0,10,1,Car,1
47,Self Employed,41574,28931,474406,111971,0,326670,0.16755058660230038,0,20,1,Personal,1
54,Self Employed,107419,69368,337681,2789,18536,670662,0.8127178537260172,1,11,2,Personal,1
42,Government,183416,93209,682501,6959,42598,1480443,0.6461063022427835,0,11,1,Personal,1
65,Business,82290,34916,876513,18447,27372,2544504,0.8212829468121181,0,23,2,Home,0
44,Self Employed,17345,9155,103811,22577,1832,192687,0.07092197619195961,0,4,0,Business,1
31,Government,70975,39421,102326,55957,12437,940756,0.07097218400138716,0,13,3,Car,1
65,Government,110114,47803,780110,19816,24078,703702,0.14298340342851557,0,21,4,Personal,1
64,Government,14209,8644,232204,25784,0,67145,0.9789682679060118,0,5,1,Education,1
53,Private,86014,28995,1160323,8694,0,912003,0.8793939797919181,0,18,1,Business,1
56,Private,43396,26547,380378,27260,5657,370931,0.5723639827099486,0,15,1,Personal,1
33,Private,107932,33761,625024,14848,25943,510502,0.5284427646879374,0,11,1,Education,1
39,Private,46971,23447,132156,5118,5183,1661426,0.25509406379100785,2,6,0,Home,0
38,Business,60230,38822,462679,89821,5278,375316,0.2119043234215795,0,12,0,Education,1
38,Private,60839,20356,68872,4556,18220,396660,0.23450438699051113,0,13,1,Education,1
25,Government,75242,38154,135129,35984,0,825648,0.7300620603810408,0,0,1,Car,1
33,Private,64104,23318,38368,73642,0,697654,0.6340230523144643,0,1,0,Car,1
48,Private,28582,18804,155154,7924,0,357882,0.5017752657118868,0,2,0,Car,1
59,Private,41861,26495,566156,10119,11006,1242890,0.8335591377998185,0,21,4,Home,1
27,Private,48827,32888,345788,18690,12359,350497,0.059296947463923444,0,4,1,Personal,1
49,Government,102561,66663,922708,12465,11105,1264444,0.03622493744949484,0,4,0,Business,1
51,Self Employed,65551,38978,678259,44692,0,516020,0.8207062467727202,0,11,2,Personal,1
26,Business,33039,12355,70743,14381,6440,203421,0.41631983095740355,0,1,0,Personal,1
34,Private,28231,11885,140858,129710,0,378325,0.6655412460435672,0,0,1,Business,1
28,Private,72609,36213,408259,60724,12240,596593,0.40421943061237553,0,4,1,Personal,1
49,Private,36868,19744,254695,69712,2553,378279,0.4385608221947085,0,6,0,Car,1
27,Self Employed,77027,47207,80700,3973,0,425560,0.02251714404386096,0,4,1,Education,1
39,Private,47407,18525,373255,7818,0,329507,0.5304235368709213,0,0,1,Personal,1
34,Business,117719,41355,286406,7567,39234,1640248,0.03544244943905517,0,8,2,Business,1
21,Private,31501,15531,27182,35439,5438,380453,0.3514165774137048,0,0,3,Business,1
65,Private,116222,42204,1028770,2359,0,1233359,0.1367037473187478,0,6,2,Business,1
64,Private,88440,51073,199910,51262,28985,3283702,0.21783406513743675,0,8,0,Home,1
42,Business,37637,19957,275094,25758,9956,470267,0.9074991328215146,0,19,0,Car,1
38,Self Employed,28940,17261,194413,27062,2002,230013,0.9693396709962497,0,15,0,Personal,1
54,Government,155844,50707,680333,25122,34910,1437858,0.03307605646309075,0,18,3,Car,1
55,Private,28521,19561,404399,24993,0,190230,0.9140134024816143,0,14,1,Personal,1
18,Private,58913,17674,236243,8615,6949,310507,0.8511943410141252,0,0,4,Education,1
42,Private,60307,25942,111607,11987,0,389778,0.5162119511826488,0,13,1,Personal,1
53,Self Employed,49315,28200,532657,22060,0,356759,0.4836882378868853,0,3,1,Personal,1
34,Self Employed,78339,24916,279498,35981,15430,529761,0.38699256311969954,0,3,3,Personal,1
58,Self Employed,28047,9349,332240,11521,0,127427,0.6534146867102177,1,11,1,Education,1
41,Business,156347,51699,1390156,51217,11945,1208871,0.18247202090948933,0,2,2,Personal,1
19,Private,29890,15919,30957,51915,5817,162442,0.07422839411705806,0,1,1,Education,1
57,Business,44965,29603,466792,11601,0,426238,0.9798111819809056,0,14,1,Business,1
32,Self Employed,20683,10800,153781,26633,1363,820225,0.8212028766263698,0,10,0,Home,0
49,Private,91827,49717,438748,14873,28899,1137817,0.38005980668551476,0,10,3,Business,1
56,Self Employed,152187,66718,313190,8347,37425,1397665,0.06561772780457231,0,7,0,Car,1
23,Government,163551,50291,88337,51196,0,1377745,0.9572551754064456,0,2,4,Personal,1
18,Self Employed,96841,29889,76989,144964,16355,1095760,0.05138928410257659,0,0,0,Business,1
64,Private,39234,25710,44489,27021,0,256178,0.0026316084276887253,0,22,1,Personal,1
40,Private,49071,16734,193149,75583,0,1357547,0.2886537647452615,0,10,1,Home,1
56,Self Employed,40386,28266,206935,32830,3421,323186,0.7452555632924155,0,11,0,Personal,1
34,Private,23673,8658,35617,27022,1746,328546,0.8451686050918961,0,9,1,Business,1
51,Private,41056,23395,375734,21626,0,397300,0.5849042025154414,3,11,1,Car,0
58,Government,84563,57467,1297983,10064,0,455976,0.4601719583593007,1,0,0,Education,1
46,Private,29138,12963,324227,4640,3977,145454,0.014920888019610112,0,4,2,Education,1
26,Private,12474,7406,25906,19519,3663,149983,0.34800810093016366,2,4,1,Business,0
30,Business,23114,10178,145037,26718,3792,293887,0.08383711233294744,0,0,2,Car,1
23,Business,80091,33796,462148,23366,19170,497524,0.21935396134339558,0,1,4,Personal,1
23,Private,17484,6656,97821,37679,0,177933,0.06854125803727107,0,0,2,Car,1
37,Self Employed,36930,23205,324937,8399,0,233065,0.8967058949754214,0,6,1,Personal,1
20,Private,38941,15691,166106,15118,4869,1173482,0.707943873334526,0,2,0,Home,1
34,Self Employed,57228,23650,174951,18113,0,1648150,0.45430940027802713,0,0,1,Home,1
29,Private,56430,39477,61461,8193,0,694890,0.9310527467249693,0,0,0,Business,1
65,Private,62325,26857,561573,73082,0,371317,0.2085226609615619,2,15,1,Personal,1
64,Private,44837,21033,87132,36325,0,1654474,0.9536028720460328,0,0,1,Home,0
62,Government,27813,19358,459183,4890,7264,173700,0.07421273391661287,0,2,1,Personal,1
18,Self Employed,84190,37693,161004,39427,14317,556364,0.7997124218987647,0,0,0,Personal,1
34,Self Employed,17013,7595,148226,25808,4246,116328,0.32867753986586734,0,1,1,Personal,1
20,Private,78335,49436,328923,24266,0,543792,0.13197452681088384,1,1,2,Personal,1
43,Private,97387,41367,500378,139519,5606,616956,0.6616006605986379,0,7,0,Personal,1
32,Business,199196,78386,294775,30885,40194,6703409,0.6353890058296812,0,1,1,Home,1
53,Self Employed,31178,14631,125527,70111,5991,399659,0.9341908414869378,0,23,4,Car,1
49,Private,35027,20324,317395,75445,8789,192138,0.27610931092454305,1,23,3,Education,1
49,Private,50614,16059,555912,5208,0,299237,0.7661439005608319,2,8,0,Personal,0
21,Self Employed,48399,21758,265810,2251,0,534638,0.9215488058303909,0,3,1,Business,1
35,Private,80884,35467,140718,19142,0,860736,0.45628333150879463,0,6,0,Car,1
36,Private,67069,26688,134374,45997,22311,2070696,0.4169955414205335,0,4,0,Home,1
60,Private,39690,22294,64956,54151,6678,1232170,0.3685604343410708,0,2,2,Home,1
52,Business,46219,19226,196495,48463,10784,296305,0.9837937967525276,0,25,2,Personal,1
57,Self Employed,85818,46572,1085615,19787,18314,1123596,0.6082837511644515,2,9,1,Car,0
31,Business,22931,11505,47080,43584,5040,256848,0.9223690804998768,0,9,0,Car,1
50,Self Employed,42607,16483,327291,40058,0,315115,0.4494413232849448,0,19,0,Personal,1
31,Business,68379,27804,271896,13298,18523,734464,0.8821751862624484,0,2,1,Car,1
51,Private,25848,9518,129350,7543,7261,914618,0.46253095759021934,1,12,3,Home,1
21,Self Employed,12000,3871,43155,31139,0,84779,0.15765337380405864,0,1,0,Personal,1
41,Government,116768,63950,681011,35911,10977,1467558,0.5990700475048727,0,20,1,Business,1
46,Self Employed,48422,27557,223537,27177,12056,1367226,0.8694137553012325,0,1,1,Home,1
36,Private,23050,8445,156732,9192,0,632588,0.03425750293058194,0,9,0,Home,1
23,Private,85156,46508,169728,11716,0,636173,0.2835939981118204,0,3,1,Personal,1
50,Business,43261,29972,383860,38980,3370,1599312,0.9462773431734102,0,19,1,Home,0
57,Business,26347,8688,384422,100600,0,311393,0.27021164814454424,0,22,0,Car,1
36,Government,61196,30362,438198,88923,0,686080,0.39836435501214995,0,16,0,Business,1
18,Private,50560,29992,110362,23997,15491,225962,0.3278649765227736,1,0,1,Education,1
22,Private,33931,10803,151951,67294,3601,160545,0.2604662453064358,0,0,0,Education,1
44,Private,30891,18883,297634,2896,0,999129,0.3920677616252721,1,10,2,Home,1
33,Self Employed,26484,18321,85760,61231,2519,312466,0.8517772646429161,0,15,2,Car,1
23,Private,76216,25562,338234,21396,14139,513749,0.32993653166461756,1,4,0,Personal,1
57,Business,23178,14576,165494,47632,0,130909,0.7033191915932874,0,16,4,Education,1
30,Private,30378,13713,201677,2167,0,192677,0.24588351624562854,0,1,4,Personal,1
65,Self Employed,52088,18629,306445,62876,14235,1528035,0.1809683146105865,0,10,0,Home,1
52,Self Employed,117633,58496,1535997,29114,0,940649,0.8070454894108904,0,7,0,Personal,1
36,Private,53089,17445,306487,10242,9853,1750377,0.12782236460207064,0,14,4,Home,1
29,Private,69766,35499,212422,14807,21041,961635,0.7734174918701482,3,8,0,Business,0
33,Self Employed,52121,16039,208995,8719,15701,336023,0.6364685993293405,0,12,0,Personal,1
60,Self Employed,84445,49944,524992,18570,29252,915316,0.5362822847396599,0,16,1,Car,1
27,Private,156770,77630,225304,14014,32578,1603443,0.4605758389263275,0,9,0,Business,1
42,Private,37698,18229,53499,24939,1908,397498,0.5354074379592998,0,6,1,Business,1
37,Government,49435,18709,177625,52587,0,380501,0.12524194428417867,0,19,3,Personal,1
48,Private,54399,24180,342946,122983,0,461463,0.2465374815495116,0,3,3,Personal,1
21,Private,67365,25110,151540,10688,22117,634923,0.01903981366491203,0,1,0,Car,1
61,Government,53074,31534,65224,5378,14944,500501,0.6990086405637804,0,9,4,Car,1
40,Self Employed,35374,13428,228400,17108,4017,304493,0.79768400166484,1,15,2,Personal,1
19,Self Employed,48812,26685,49033,6648,4476,297980,0.689583383548538,0,1,4,Education,1
39,Business,210871,86845,570891,55916,0,1421896,0.7087015860130105,0,12,0,Personal,1
54,Self Employed,59179,33305,149729,22861,0,415279,0.8635033124263893,0,12,0,Personal,1
25,Business,15576,8040,57154,31024,0,126647,0.7020768141005115,0,0,1,Personal,1
24,Private,38679,18154,37555,6897,7107,232889,0.3504858088681162,1,0,5,Education,0
31,Private,49416,28127,123709,43541,2927,287692,0.2393377438120704,0,6,1,Education,1
20,Business,45055,21008,116777,111011,0,571548,0.4104445879765759,1,0,1,Car,1
33,Private,47048,29571,90971,21755,6452,508501,0.4632077648111125,0,5,1,Business,1
36,Government,58206,34448,268688,100468,0,1740322,0.27274895369035435,0,11,3,Home,1
35,Self Employed,66513,34337,238267,3059,0,467297,0.29374190547449264,0,7,3,Personal,1
33,Business,57256,37263,438004,3091,0,537225,0.7098253004927488,0,4,4,Business,1
25,Self Employed,86714,54763,466938,98575,21207,633872,0.207337654000477,0,2,1,Personal,1
50,Private,19986,10247,264694,38145,1190,105463,0.7674507795106541,0,14,1,Education,1
29,Self Employed,42125,13790,181893,8273,0,1214327,0.2573227018701171,0,1,0,Home,1
28,Business,63612,33485,285900,15570,0,533284,0.40643424469925327,1,3,0,Personal,1
22,Government,57165,25272,318593,23263,14928,586321,0.27556316384218693,0,3,0,Business,1
44,Self Employed,33144,17103,169990,38384,10748,1212690,0.8216023094169813,0,4,1,Home,0
29,Private,35627,19910,160750,57359,6460,426865,0.3941397008075117,1,6,0,Car,0
34,Private,29583,16505,112086,4588,2543,267578,0.9785324871167068,0,10,1,Car,1
23,Private,88079,50153,310217,34063,28950,946858,0.6007519701578855,0,3,0,Car,1
50,Private,16134,9223,29733,21428,2923,116484,0.016660931686632074,0,8,4,Personal,1
22,Private,22721,7809,106278,29310,4526,865601,0.8151407834783432,0,0,0,Home,0
45,Private,63018,23737,745780,23310,0,482181,0.6892502189825047,0,7,0,Personal,1
31,Government,67907,37499,69683,19972,15328,620454,0.25611899865532517,0,3,1,Car,1
22,Private,18945,8776,90412,8901,0,135254,0.2685072952470663,0,4,3,Personal,1
50,Self Employed,71386,43198,275194,21178,15150,2220880,0.4922290437351676,0,4,0,Home,0
65,Private,54628,19117,234543,8308,12971,345758,0.6664170065378643,0,12,3,Personal,1
58,Private,66795,25155,736116,3369,21170,339176,0.8996950383889805,0,16,0,Education,1
36,Business,51198,26796,51054,16043,0,423949,0.1663064654932931,1,17,0,Personal,1
39,Private,63277,31657,326925,2758,13782,369869,0.16732614459680062,0,3,0,Education,1
22,Private,64603,26264,24201,26803,21070,735383,0.6971607351415331,0,2,0,Business,1
19,Private,65065,30147,191944,4254,0,827333,0.31784862196355157,0,0,2,Business,1
47,Self Employed,56751,17819,352582,19263,0,787329,0.22708847091202122,0,12,1,Business,1
64,Business,46567,14660,731771,119575,0,1843098,0.6874675747134343,0,13,2,Home,0
56,Business,46733,15794,514864,2297,11848,285693,0.060482709076407515,0,11,0,Personal,1
21,Self Employed,56280,29868,56929,15711,0,581249,0.5313650718424121,0,2,1,Car,1
50,Private,80438,51921,423512,35557,0,415108,0.6406044430599307,0,0,1,Education,1
30,Government,159347,64390,1193006,7191,0,907904,0.3847059891271718,0,7,1,Education,1
37,Private,67311,21107,493120,26679,19990,1902572,0.12570226476593838,0,1,0,Home,1
24,Government,61478,35869,243800,10959,5809,523680,0.34257438242318095,0,3,0,Personal,1
32,Self Employed,101646,65271,508830,9560,0,1321954,0.4312407013085703,0,7,2,Business,1
40,Self Employed,62185,22092,289014,69609,16778,384854,0.1611027415888575,0,2,1,Personal,1
31,Government,25947,11787,131083,8817,2590,259012,0.4884229755831092,0,2,0,Car,1
40,Self Employed,31571,11475,264669,16174,0,914842,0.3388184291902949,0,16,0,Home,1
36,Private,146877,50311,256717,7575,28957,811887,0.9000134869392971,2,11,1,Education,0
46,Private,31950,17868,380835,12017,5887,1248561,0.0643004064735111,0,18,5,Home,1
37,Self Employed,69015,47414,195367,12406,6251,532128,0.6699551725473951,1,6,1,Personal,0
46,Private,27086,15473,160232,13870,6877,329857,0.7219270849125901,0,9,0,Business,1
41,Private,105934,73510,97053,32738,33390,973139,0.6089436736050077,0,9,1,Car,1
35,Government,37193,17620,200799,42712,9582,241158,0.5218267344917126,1,17,1,Education,1
27,Private,51517,33957,155972,23441,7473,262138,0.11527346274285111,0,5,1,Education,1
58,Self Employed,42747,16330,196128,30284,11098,1676280,0.6081792242548423,0,6,0,Home,0
25,Business,66364,23039,436422,52342,13470,761199,0.5666327252732452,0,3,1,Business,1
43,Private,54335,31569,289017,233907,0,1857862,0.9128284187962237,0,25,0,Home,1
46,Private,84624,37959,468061,20292,15900,976178,0.8721815119349696,0,4,2,Car,1
27,Self Employed,72631,31018,259724,84670,8802,776893,0.020533368583161904,0,5,0,Business,1
34,Business,58052,33003,90211,22222,4666,479914,0.98459260399235,0,3,4,Personal,1
19,Private,72463,31405,158250,47697,0,949279,0.5654430210515574,0,1,0,Car,1
23,Private,74624,39477,172952,27544,0,2304103,0.9159837157635979,0,0,0,Home,1
22,Self Employed,38619,16211,112954,66635,3901,342050,0.14923371652682016,0,4,5,Car,1
45,Private,36892,22633,383196,19864,2284,435497,0.6963687647234929,0,18,1,Business,1
58,Government,124399,52864,467995,37703,0,4361311,0.4583812629740841,0,9,1,Home,1
22,Private,74889,38492,277780,20838,11550,344763,0.13412814004660878,0,0,0,Education,1
35,Private,62482,19323,57024,60353,0,739545,0.02272008622240529,0,7,1,Car,1
43,Private,30302,18687,124910,157382,0,202491,0.21627789702009426,1,23,1,Personal,1
37,Private,16765,9189,83636,10364,0,144613,0.016720974938500888,0,5,0,Personal,1
58,Business,41126,15500,84049,21292,0,506536,0.5977836306041832,0,4,0,Car,1
44,Private,37361,14426,250953,4542,4807,1047015,0.3049259921236134,0,10,4,Home,1
29,Private,40692,16480,111219,6559,0,1625536,0.9536664982982835,0,9,0,Home,0
24,Private,81773,43389,519819,81415,9691,530986,0.6325787066563009,0,2,1,Personal,1
20,Business,122570,63653,427546,25532,33888,1603132,0.7637128754261143,1,1,3,Business,1
27,Private,95385,39064,200135,17081,0,1178446,0.4337658608842354,0,1,2,Business,1
51,Private,34083,19687,73588,35394,2238,1168856,0.26719610585396036,0,12,5,Home,1
42,Private,67704,44387,76340,26640,18109,928032,0.7673631940062283,0,16,2,Business,1
52,Self Employed,36592,11614,74893,12220,0,1289325,0.46768598734080413,0,15,0,Home,1
33,Private,16241,7582,100052,9709,5344,217005,0.9995550521252033,0,4,0,Business,1
19,Private,46822,25162,204981,28765,11965,295382,0.5925456065864089,0,0,4,Education,1
41,Private,104447,55834,239167,8257,29869,1304510,0.8451580415487726,0,11,4,Business,1
27,Business,40102,12343,126899,6495,2865,442239,0.2878939894359689,0,9,1,Car,1
55,Private,80816,31051,467714,13498,0,378299,0.4268674331849508,0,16,1,Education,1
39,Self Employed,32880,10677,227991,61272,4233,158007,0.24060477757667953,0,18,1,Education,1
43,Business,74094,39090,198605,3125,15515,547134,0.7754164232342426,0,8,3,Personal,1
60,Business,42354,23640,648007,55740,7025,461687,0.7572464382600725,0,13,1,Business,1
56,Private,122274,44495,1361291,31104,0,3650279,0.5926802838646524,1,5,1,Home,1
44,Business,40619,17596,456521,3236,7461,563308,0.7310971017672508,0,23,0,Business,1
46,Government,35403,15291,140068,29642,10001,225785,0.36058290828340855,1,15,1,Education,1
64,Private,118526,74424,1240981,18654,31299,839806,0.8780746542023833,0,17,0,Personal,1
55,Business,34679,13103,380960,57189,9508,1346282,0.9223008273288527,0,0,0,Home,0
37,Private,55698,28925,400636,73318,0,507950,0.6639837700111693,0,4,1,Car,1
44,Private,34829,21356,33719,12126,10457,163117,0.37297039780442065,0,21,1,Education,1
58,Private,85345,53923,1317885,47997,24226,561322,0.8417806089533331,0,10,0,Education,1
37,Private,106737,60480,982110,13123,7447,1341405,0.9805984909183756,0,7,0,Business,1
61,Private,32704,13729,92973,12513,7749,400327,0.5789935894013736,0,25,1,Car,1
36,Self Employed,68036,42809,373660,8419,3805,900855,0.6598470199608385,0,1,1,Business,1
37,Business,71933,42934,253658,36041,19646,690320,0.8506457811184,0,12,2,Business,1
52,Self Employed,52876,30762,649967,11101,3612,671684,0.6726508474884737,0,25,0,Business,1
64,Private,122437,40028,1497034,20756,42236,1277802,0.19680963094406212,0,15,2,Car,1
19,Business,121882,38673,167998,52159,0,1001358,0.42310761491682325,1,0,0,Personal,1
47,Private,29390,16991,34715,49093,3074,948855,0.6120387985233104,0,13,0,Home,1
51,Government,101234,68628,462609,60022,19283,816846,0.46377753018504886,0,19,1,Personal,1
39,Government,66434,40490,67884,7268,19797,430014,0.679956597393695,0,16,2,Education,1
20,Private,56749,35898,59012,28521,5901,1795003,0.2815360093139575,2,0,0,Home,0
23,Government,42645,22089,172333,75896,8999,1423889,0.15874570667531063,0,4,0,Home,1
32,Government,20143,8497,130808,3288,0,149013,0.0284210130369571,0,12,1,Personal,1
44,Private,58093,33176,341675,49473,0,691442,0.038929995318751076,0,18,0,Car,1
27,Private,58966,34482,265461,10480,6390,742635,0.35672573452173484,0,6,1,Car,1
26,Private,162241,92500,234695,35228,0,1045534,0.02175739659735243,0,8,1,Personal,1
50,Self Employed,32713,22201,156802,39912,6839,280936,0.27168403502411254,0,17,0,Personal,1
49,Self Employed,18688,8351,178460,79942,0,703885,0.5134058571415843,0,6,0,Home,1
65,Private,24161,7631,169436,23327,0,150710,0.7441535693183189,0,20,1,Personal,1
23,Private,127355,84484,304250,58561,24279,4022369,0.5889350063860749,0,0,0,Home,1
58,Business,37471,13646,141623,3391,0,1140679,0.534576038313278,0,9,1,Home,1
53,Government,111112,64325,973870,18369,30060,535203,0.242132705739464,0,21,2,Education,1
19,Business,49205,31947,204789,19368,0,290330,0.015755897825888265,0,1,1,Education,1
46,Private,27314,11582,168398,25183,8844,249862,0.12976608680832125,0,2,1,Car,1
21,Business,162883,102969,155810,21695,0,5723565,0.9818243668860552,0,2,0,Home,1
18,Private,108084,46781,440188,105224,0,4132563,0.9277688855446552,0,0,0,Home,0
36,Private,44015,27188,54691,4453,14471,460351,0.31113847639432546,0,4,0,Car,1
43,Self Employed,89150,29235,515976,11237,0,647101,0.32098221951043704,0,14,1,Personal,1
42,Private,52777,29665,181622,105855,14522,528913,0.8913244526345996,0,21,1,Business,1
27,Private,63739,36385,431522,19679,0,2344565,0.078538656642691,0,7,2,Home,1
32,Private,141123,70077,907940,27399,0,1817740,0.17141192766532176,0,8,0,Car,1
39,Self Employed,19696,11321,121573,4534,6619,238346,0.11791813954149777,1,21,4,Car,1
65,Government,39530,26456,471765,12024,0,392249,0.8709179315411824,0,14,0,Business,1
38,Government,49887,29610,284068,3213,0,1582116,0.006597709956845943,1,20,1,Home,1
39,Private,59915,41012,125168,6437,4106,1760589,0.014455846242865444,0,2,1,Home,1
53,Government,23174,11110,238203,32097,3086,265726,0.8138430662307339,0,13,2,Car,1
51,Self Employed,84978,43450,606028,45269,4326,674502,0.6369056277746302,3,12,1,Personal,0
47,Private,24529,9946,202032,63226,0,341113,0.5631922783986941,0,1,0,Business,1
42,Private,23158,16077,27201,10689,5637,256670,0.9228622134850423,0,11,1,Car,1
62,Private,42172,13581,136421,14142,0,492502,0.48337105707408434,0,17,0,Car,1
45,Private,152863,67786,1128192,27277,24311,1425960,0.4668433964417965,0,15,0,Car,1
18,Government,225254,94399,533273,4621,66095,6564381,0.4207720318951692,0,0,1,Home,1
62,Government,65717,29875,299004,51308,6051,685486,0.6522378059823901,0,8,1,Business,1
21,Government,42492,28345,68581,21808,0,254499,0.323195820649821,0,2,0,Personal,1
24,Business,53840,24078,225586,103010,0,574144,0.6683951592081581,0,0,3,Car,1
